,GEMEENTENAAM,GESLACHT,LEEFTIJDSKLASSE,KOSTEN_FARMACIE / AANTAL_VERZEKERDEJAREN,AANTAL_VERZEKERDEJAREN
3957,HUIZEN,M,50 t/m 54 jaar,"230,5951264095099","1652,17"
3958,HULST,M,50 t/m 54 jaar,"189,3471765350877","1021,44"
3959,IJSSELSTEIN,M,50 t/m 54 jaar,"221,89271828869715","1291,18"
3960,KAAG EN BRAASSEM,M,50 t/m 54 jaar,"258,74617158228455","1040,9"
3961,KAMPEN,M,50 t/m 54 jaar,"276,02514364257763","1615,12"
3962,KAPELLE,M,50 t/m 54 jaar,"249,4067956909875","433,51"
3963,KATWIJK,M,50 t/m 54 jaar,"243,87431941923774","2071,76"
3964,KERKRADE,M,50 t/m 54 jaar,"323,9980468314025","1791,96"
3965,KOGGENLAND,M,50 t/m 54 jaar,"227,5846993953845","939,44"
3966,KOLLUMERLAND CA,M,50 t/m 54 jaar,"363,23034024335294","532,56"
3967,KORENDIJK,M,50 t/m 54 jaar,"177,65193742478942","415,5"
3968,KRIMPEN AAN DEN IJSSEL,M,50 t/m 54 jaar,"226,6645360528584","974,68"
3969,KRIMPENERWAARD,M,50 t/m 54 jaar,"284,77748086163365","1964,64"
3970,LAARBEEK,M,50 t/m 54 jaar,"213,9863147605083","859,32"
3971,LANDERD,M,50 t/m 54 jaar,"303,1872265270728","628,49"
3972,LANDGRAAF,M,50 t/m 54 jaar,"286,0672997699101","1638,49"
3973,LANDSMEER,M,50 t/m 54 jaar,"240,55362617359648","417,52"
3974,LANGEDIJK,M,50 t/m 54 jaar,"172,67683691295858","973,1"
3975,LANSINGERLAND,M,50 t/m 54 jaar,"202,14424568768825","1972,26"
3976,LAREN,M,50 t/m 54 jaar,"217,76140811455846","419,0"
3977,LEEK,M,50 t/m 54 jaar,"213,6919024602183","736,52"
3978,LEERDAM,M,50 t/m 54 jaar,"605,2054597701149","675,12"
3979,LEEUWARDEN,M,50 t/m 54 jaar,"294,51135925183013","3913,55"
3980,LEIDEN,M,50 t/m 54 jaar,"311,8487718903121","3818,47"
3981,LEIDERDORP,M,50 t/m 54 jaar,"206,5801172209674","1027,12"
3982,LEIDSCHENDAM-VOORBURG,M,50 t/m 54 jaar,"283,27844649126627","2526,41"
3983,LELYSTAD,M,50 t/m 54 jaar,"299,6992936678377","2416,71"
3984,LEUDAL,M,50 t/m 54 jaar,"277,8411531004672","1573,15"
3985,LEUSDEN,M,50 t/m 54 jaar,"336,0956572922347","1155,27"
3986,LINGEWAAL,M,50 t/m 54 jaar,"400,6566422852624","404,68"
3987,LINGEWAARD,M,50 t/m 54 jaar,"249,24093879810135","1788,67"
3988,LISSE,M,50 t/m 54 jaar,"241,55701353708164","842,87"
3989,LOCHEM,M,50 t/m 54 jaar,"160,29175510083343","1352,23"
3990,LOON OP ZAND,M,50 t/m 54 jaar,"255,72596048298573","911,0"
3991,LOPIK,M,50 t/m 54 jaar,"230,14955517698277","528,3"
3992,LOPPERSUM,M,50 t/m 54 jaar,"313,5159593598274","444,88"
3993,LOSSER,M,50 t/m 54 jaar,"271,67891777162447","819,79"
3994,MAASDRIEL,M,50 t/m 54 jaar,"200,51310356859022","1031,78"
3995,MAASGOUW,M,50 t/m 54 jaar,"312,7108206900005","998,55"
3996,MAASSLUIS,M,50 t/m 54 jaar,"254,33268058127246","1031,53"
3997,MAASTRICHT,M,50 t/m 54 jaar,"333,6174445745253","4074,39"
3998,MARUM,M,50 t/m 54 jaar,"179,17277548338652","426,16"
3999,MEDEMBLIK,M,50 t/m 54 jaar,"218,27395353042218","1659,15"
4000,MEERSSEN,M,50 t/m 54 jaar,"325,9965400426768","829,49"
4001,MEIERIJSTAD,M,50 t/m 54 jaar,"213,28560008092225","3064,67"
4002,MEPPEL,M,50 t/m 54 jaar,"223,90041720210536","1136,14"
4003,MIDDELBURG,M,50 t/m 54 jaar,"301,55827701100736","1581,67"
4004,MIDDEN-DELFLAND,M,50 t/m 54 jaar,"304,35891951837766","757,44"
4005,MIDDEN-DRENTHE,M,50 t/m 54 jaar,"238,86354937530473","1374,27"
4006,MIDDEN-GRONINGEN,M,50 t/m 54 jaar,"283,0627692755804","2471,91"
4007,MILL EN SINT HUBERT,M,50 t/m 54 jaar,"160,20138005390837","463,75"
4008,MOERDIJK,M,50 t/m 54 jaar,"297,7727204926592","1407,87"
4009,MOLENWAARD,M,50 t/m 54 jaar,"198,8020013865027","995,31"
4010,MONTFERLAND,M,50 t/m 54 jaar,"242,53737376505572","1459,58"
4011,MONTFOORT,M,50 t/m 54 jaar,"250,5866316870081","526,02"
4012,MOOK EN MIDDELAAR,M,50 t/m 54 jaar,"167,31426367170116","337,01"
4013,NEDER-BETUWE,M,50 t/m 54 jaar,"358,2317598938758","723,68"
4014,NEDERWEERT,M,50 t/m 54 jaar,"219,8112424370339","710,7"
4015,NEERIJNEN,M,50 t/m 54 jaar,"171,1474676500753","458,27"
4016,NIEUWEGEIN,M,50 t/m 54 jaar,"270,5619595876593","2166,17"
4017,NIEUWKOOP,M,50 t/m 54 jaar,"324,0215268070524","1108,85"
4018,NIJKERK,M,50 t/m 54 jaar,"255,19741025371096","1424,85"
4019,NIJMEGEN,M,50 t/m 54 jaar,"297,0767410598185","5460,18"
4020,NISSEWAARD,M,50 t/m 54 jaar,"283,9897828748109","3324,81"
4021,NOORD-BEVELAND,M,50 t/m 54 jaar,"330,59193665119847","234,89"
4022,NOORDENVELD,M,50 t/m 54 jaar,"237,74543736884786","1196,13"
4023,NOORDOOSTPOLDER,M,50 t/m 54 jaar,"259,6465407989437","1696,49"
4024,NOORDWIJK,M,50 t/m 54 jaar,"177,30506170879798","1007,96"
4025,NOORDWIJKERHOUT,M,50 t/m 54 jaar,"242,04054384905416","612,67"
4026,NUENEN CA,M,50 t/m 54 jaar,"166,66361536668572","943,86"
4027,NUNSPEET,M,50 t/m 54 jaar,"230,00056765691264","898,43"
4028,NUTH,M,50 t/m 54 jaar,"251,31165161845098","651,24"
4029,OEGSTGEEST,M,50 t/m 54 jaar,"208,453714383881","814,94"
4030,OIRSCHOT,M,50 t/m 54 jaar,"214,24283053059776","789,11"
4031,OISTERWIJK,M,50 t/m 54 jaar,"231,86063497090376","1010,44"
4032,OLDAMBT,M,50 t/m 54 jaar,"318,9558274050928","1504,1"
4033,OLDEBROEK,M,50 t/m 54 jaar,"215,6185446536923","889,96"
4034,OLDENZAAL,M,50 t/m 54 jaar,"282,62867041712406","1166,08"
4035,OLST-WIJHE,M,50 t/m 54 jaar,"213,45214360969283","740,34"
4036,OMMEN,M,50 t/m 54 jaar,"337,67829600270375","650,94"
4037,ONDERBANKEN,M,50 t/m 54 jaar,"305,30764409242425","350,99"
4038,OOST GELRE,M,50 t/m 54 jaar,"205,67421895382208","1226,56"
4039,OOSTERHOUT,M,50 t/m 54 jaar,"244,01704366835457","2067,63"
4040,OOSTSTELLINGWERF,M,50 t/m 54 jaar,"231,45961051707215","967,95"
4041,OOSTZAAN,M,50 t/m 54 jaar,"181,11040485296056","379,15"
4042,OPMEER,M,50 t/m 54 jaar,"139,79313740850998","446,77"
4043,OPSTERLAND,M,50 t/m 54 jaar,"160,0294504897089","1177,23"
4044,OSS,M,50 t/m 54 jaar,"255,72656103519992","3466,77"
4045,OUD-BEIJERLAND,M,50 t/m 54 jaar,"191,4117747005352","823,97"
4046,OUDE IJSSELSTREEK,M,50 t/m 54 jaar,"223,46906793048973","1582,5"
4047,OUDER-AMSTEL,M,50 t/m 54 jaar,"242,3092231367685","532,14"
4048,OUDEWATER,M,50 t/m 54 jaar,"349,3908165718407","374,37"
4049,OVERBETUWE,M,50 t/m 54 jaar,"291,9807106315171","1788,55"
4050,PAPENDRECHT,M,50 t/m 54 jaar,"283,4376993716771","1137,95"
4051,PEEL EN MAAS,M,50 t/m 54 jaar,"223,87348643926742","1814,43"
4052,PEKELA,M,50 t/m 54 jaar,"249,18740122426266","449,25"
4053,PIJNACKER-NOOTDORP,M,50 t/m 54 jaar,"237,69615913682674","1861,04"
4054,PURMEREND,M,50 t/m 54 jaar,"289,47217439360594","3130,39"
4055,PUTTEN,M,50 t/m 54 jaar,"248,60265809609865","874,31"
4056,RAALTE,M,50 t/m 54 jaar,"229,50304059984455","1595,08"
4057,REIMERSWAAL,M,50 t/m 54 jaar,"285,8908826981284","647,56"
4058,RENKUM,M,50 t/m 54 jaar,"224,81682498792466","1242,2"
4059,RENSWOUDE,M,50 t/m 54 jaar,"115,56770975676415","146,36"
4060,REUSEL-DE MIERDEN,M,50 t/m 54 jaar,"211,59982019338386","545,03"
4061,RHEDEN,M,50 t/m 54 jaar,"246,7306787433062","1585,43"
4062,RHENEN,M,50 t/m 54 jaar,"222,15710783571922","660,82"
4063,RIDDERKERK,M,50 t/m 54 jaar,"243,3124443535385","1662,28"
4064,RIJSSEN-HOLTEN,M,50 t/m 54 jaar,"237,8400130717859","1193,41"
4065,RIJSWIJK,M,50 t/m 54 jaar,"309,7978509109164","1573,69"
4066,ROERDALEN,M,50 t/m 54 jaar,"230,88675119752043","887,25"
4067,ROERMOND,M,50 t/m 54 jaar,"322,3399099789131","2115,06"
4068,ROOSENDAAL,M,50 t/m 54 jaar,"288,09438115697105","3011,83"
4069,ROTTERDAM,M,50 t/m 54 jaar,"398,5981177058603","20007,5"
4070,ROZENDAAL,M,50 t/m 54 jaar,"145,47894524418138","74,33"
4071,RUCPHEN,M,50 t/m 54 jaar,"321,4692569322604","1020,23"
4072,S GRAVENHAGE,M,50 t/m 54 jaar,"449,95313507595864","16670,25"
4073,S HERTOGENBOSCH,M,50 t/m 54 jaar,"293,41498272384075","5438,13"
4074,SCHAGEN,M,50 t/m 54 jaar,"213,6721806454645","1702,34"
4075,SCHERPENZEEL,M,50 t/m 54 jaar,"145,68499130496505","281,77"
4076,SCHIEDAM,M,50 t/m 54 jaar,"273,86513183757785","2798,14"
4077,SCHIERMONNIKOOG,M,50 t/m 54 jaar,"413,6219444444444","36,0"
4078,SCHINNEN,M,50 t/m 54 jaar,"254,55456606217612","555,84"
4079,SCHOUWEN-DUIVELAND,M,50 t/m 54 jaar,"274,09960021557794","1243,17"
4080,SIMPELVELD,M,50 t/m 54 jaar,"238,5480934751338","424,07"
4081,SINT ANTHONIS,M,50 t/m 54 jaar,"179,72589929397742","536,81"
4082,SINT-MICHIELSGESTEL,M,50 t/m 54 jaar,"274,7594550212962","1169,22"
4083,SITTARD-GELEEN,M,50 t/m 54 jaar,"289,97702323206533","3956,17"
4084,SLIEDRECHT,M,50 t/m 54 jaar,"226,70635829326005","786,06"
4085,SLUIS,M,50 t/m 54 jaar,"203,09861522073618","844,9"
4086,SMALLINGERLAND,M,50 t/m 54 jaar,"237,88182687468546","1987,0"
4087,SOEST,M,50 t/m 54 jaar,"236,67026858036095","1759,25"
4088,SOMEREN,M,50 t/m 54 jaar,"190,64657409732936","836,13"
4089,SON EN BREUGEL,M,50 t/m 54 jaar,"181,9829244754374","642,44"
4090,STADSKANAAL,M,50 t/m 54 jaar,"283,7163264626553","1201,24"
4091,STAPHORST,M,50 t/m 54 jaar,"138,90584752604667","520,22"
4092,STEDE BROEC,M,50 t/m 54 jaar,"319,63115843751257","744,71"
4093,STEENBERGEN,M,50 t/m 54 jaar,"224,79364599092284","958,45"
4094,STEENWIJKERLAND,M,50 t/m 54 jaar,"223,96870544090058","1599,0"
4095,STEIN,M,50 t/m 54 jaar,"227,76722577414884","1038,56"
4096,STICHTSE VECHT,M,50 t/m 54 jaar,"351,6392317066189","2445,42"
4097,STRIJEN,M,50 t/m 54 jaar,"297,3975733333333","375,0"
4098,SUDWEST-FRYSLAN,M,50 t/m 54 jaar,"241,65957953831537","3231,21"
4099,TEN BOER,M,50 t/m 54 jaar,"284,4983574948225","280,06"
4100,TERNEUZEN,M,50 t/m 54 jaar,"244,98959286791356","1890,05"
4101,TERSCHELLING,M,50 t/m 54 jaar,"142,14035928143713","167,0"
4102,TEXEL,M,50 t/m 54 jaar,"213,1949545310909","569,62"
4103,TEYLINGEN,M,50 t/m 54 jaar,"159,065953172624","1443,6"
4104,THOLEN,M,50 t/m 54 jaar,"270,1829397126491","851,92"
4105,TIEL,M,50 t/m 54 jaar,"294,84363962289206","1506,2"
4106,TILBURG,M,50 t/m 54 jaar,"310,1467182029277","6868,95"
4107,TUBBERGEN,M,50 t/m 54 jaar,"177,99932288524752","812,27"
4108,TWENTERAND,M,50 t/m 54 jaar,"223,87319492350602","1211,86"
4109,TYNAARLO,M,50 t/m 54 jaar,"222,4828187789367","1341,29"
4110,TYTSJERKSTERADIEL,M,50 t/m 54 jaar,"234,37256887988556","1125,51"
4111,UDEN,M,50 t/m 54 jaar,"224,68811960848788","1429,33"
4112,UITGEEST,M,50 t/m 54 jaar,"140,2022502319827","517,28"
4113,UITHOORN,M,50 t/m 54 jaar,"210,67000447184057","1140,47"
4114,URK,M,50 t/m 54 jaar,"197,49653549765796","463,27"
4115,UTRECHT,M,50 t/m 54 jaar,"350,228290451661","8906,68"
4116,UTRECHTSE HEUVELRUG,M,50 t/m 54 jaar,"265,8276155372838","1939,85"
4117,VAALS,M,50 t/m 54 jaar,"344,97754204214857","281,86"
4118,VALKENBURG AAN DE GEUL,M,50 t/m 54 jaar,"316,8087646145041","733,86"
4119,VALKENSWAARD,M,50 t/m 54 jaar,"274,7638430658714","1230,58"
4120,VEENDAM,M,50 t/m 54 jaar,"358,13698369074604","996,98"
4121,VEENENDAAL,M,50 t/m 54 jaar,"278,962674486235","2063,2"
4122,VEERE,M,50 t/m 54 jaar,"215,4462195184295","782,44"
4123,VELDHOVEN,M,50 t/m 54 jaar,"217,8302675969063","1742,92"
4124,VELSEN,M,50 t/m 54 jaar,"261,5561921865424","2806,44"
4125,VENLO,M,50 t/m 54 jaar,"287,3792559481335","3923,92"
4126,VENRAY,M,50 t/m 54 jaar,"253,45672398717576","1715,5"
4127,VIANEN,M,50 t/m 54 jaar,"211,35829678136776","647,48"
4128,VLAARDINGEN,M,50 t/m 54 jaar,"292,66637344160995","2307,67"
4129,VLIELAND,M,50 t/m 54 jaar,"324,2310638297873","47,0"
4130,VLISSINGEN,M,50 t/m 54 jaar,"297,111744212332","1504,06"
4131,VOERENDAAL,M,50 t/m 54 jaar,"410,63706255215635","563,21"
4132,VOORSCHOTEN,M,50 t/m 54 jaar,"239,1126926823678","872,55"
4133,VOORST,M,50 t/m 54 jaar,"247,01578488222916","974,35"
4134,VUGHT,M,50 t/m 54 jaar,"243,42224119935477","1053,9"
4135,WAADHOEKE,M,50 t/m 54 jaar,"222,40393737192696","1751,93"
4136,WAALRE,M,50 t/m 54 jaar,"152,12734602666507","662,29"
4137,WAALWIJK,M,50 t/m 54 jaar,"302,03345196551965","1730,84"
4138,WADDINXVEEN,M,50 t/m 54 jaar,"210,18499087341925","914,91"
4139,WAGENINGEN,M,50 t/m 54 jaar,"270,83865740935073","1191,13"
4140,WASSENAAR,M,50 t/m 54 jaar,"239,86682084070193","955,63"
4141,WATERLAND,M,50 t/m 54 jaar,"207,64747562948224","698,59"
4142,WEERT,M,50 t/m 54 jaar,"279,21413866229125","1938,09"
4143,WEESP,M,50 t/m 54 jaar,"376,39852564848206","687,76"
4144,WERKENDAM,M,50 t/m 54 jaar,"188,05117469427967","933,86"
4145,WEST MAAS EN WAAL,M,50 t/m 54 jaar,"186,36232515750683","757,11"
4146,WESTERVELD,M,50 t/m 54 jaar,"406,04584147549326","747,14"
4147,WESTERVOORT,M,50 t/m 54 jaar,"226,61191275167783","715,2"
4148,WESTERWOLDE,M,50 t/m 54 jaar,"307,22583708393097","1010,95"
4149,WESTLAND,M,50 t/m 54 jaar,"210,90981867455918","3926,09"
4150,WESTSTELLINGWERF,M,50 t/m 54 jaar,"214,5438923438079","971,24"
4151,WESTVOORNE,M,50 t/m 54 jaar,"173,53942356422368","611,69"
4152,WIERDEN,M,50 t/m 54 jaar,"177,62818787467606","899,11"
4153,WIJCHEN,M,50 t/m 54 jaar,"251,18850296699645","1595,89"
4154,WIJDEMEREN,M,50 t/m 54 jaar,"213,0869636297194","1039,86"
4155,WIJK BIJ DUURSTEDE,M,50 t/m 54 jaar,"222,8009500066685","974,73"
4156,WINSUM,M,50 t/m 54 jaar,"238,76236503117082","556,61"
4157,WINTERSWIJK,M,50 t/m 54 jaar,"224,03382565221986","1136,12"
4158,WOENSDRECHT,M,50 t/m 54 jaar,"292,84686753984124","774,95"
4159,WOERDEN,M,50 t/m 54 jaar,"297,99961996724227","1868,26"
4160,WORMERLAND,M,50 t/m 54 jaar,"289,3571291781447","678,83"
4161,WOUDENBERG,M,50 t/m 54 jaar,"295,8261848341232","422,0"
4162,WOUDRICHEM,M,50 t/m 54 jaar,"370,87001267523027","528,59"
4163,ZAANSTAD,M,50 t/m 54 jaar,"280,8858391883095","5345,88"
4164,ZALTBOMMEL,M,50 t/m 54 jaar,"298,7683835000936","961,46"
4165,ZANDVOORT,M,50 t/m 54 jaar,"371,60102745122754","634,58"
4166,ZEDERIK,M,50 t/m 54 jaar,"215,89465974977114","491,55"
4167,ZEEWOLDE,M,50 t/m 54 jaar,"321,7491808162049","872,82"
4168,ZEIST,M,50 t/m 54 jaar,"232,32844877670908","2168,74"
4169,ZEVENAAR,M,50 t/m 54 jaar,"245,07574341916757","1605,42"
4170,ZOETERMEER,M,50 t/m 54 jaar,"352,538484867939","4517,23"
4171,ZOETERWOUDE,M,50 t/m 54 jaar,"189,3163831212324","373,25"
4172,ZUIDHORN,M,50 t/m 54 jaar,"238,47015001979733","681,91"
4173,ZUIDPLAS,M,50 t/m 54 jaar,"278,3648625358262","1566,59"
4174,ZUNDERT,M,50 t/m 54 jaar,"219,98613448914324","950,56"
4175,ZUTPHEN,M,50 t/m 54 jaar,"222,2359324043878","1686,5"
4176,ZWARTEWATERLAND,M,50 t/m 54 jaar,"244,13007693177963","707,12"
4177,ZWIJNDRECHT,M,50 t/m 54 jaar,"340,79696895561597","1553,26"
4178,ZWOLLE,M,50 t/m 54 jaar,"281,0842983871172","3948,83"
4179,AA EN HUNZE,M,55 t/m 59 jaar,"218,40897879546458","1086,56"
4180,AALBURG,M,55 t/m 59 jaar,"301,9092051681665","397,82"
4181,AALSMEER,M,55 t/m 59 jaar,"285,9098712929211","888,84"
4182,AALTEN,M,55 t/m 59 jaar,"301,8237278806165","981,04"
4183,ACHTKARSPELEN,M,55 t/m 59 jaar,"267,23279252950067","999,13"
4184,ALBLASSERDAM,M,55 t/m 59 jaar,"278,9879999239298","525,83"
4185,ALBRANDSWAARD,M,55 t/m 59 jaar,"299,3856940678241","925,63"
4186,ALKMAAR,M,55 t/m 59 jaar,"322,160639229184","3678,18"
4187,ALMELO,M,55 t/m 59 jaar,"400,59941855577046","2259,89"
4188,ALMERE,M,55 t/m 59 jaar,"437,4395084835663","6560,92"
4189,ALPHEN AAN DEN RIJN,M,55 t/m 59 jaar,"322,99276101141925","3530,88"
4190,ALPHEN-CHAAM,M,55 t/m 59 jaar,"279,09387264521195","407,68"
4191,AMELAND,M,55 t/m 59 jaar,"165,40700729927005","137,0"
4192,AMERSFOORT,M,55 t/m 59 jaar,"304,70391462047746","4309,23"
4193,AMSTELVEEN,M,55 t/m 59 jaar,"379,7134037547566","2533,32"
4194,AMSTERDAM,M,55 t/m 59 jaar,"626,3468302034884","23086,34"
4195,APELDOORN,M,55 t/m 59 jaar,"363,40541900522544","5425,35"
4196,APPINGEDAM,M,55 t/m 59 jaar,"422,912101779065","483,4"
4197,ARNHEM,M,55 t/m 59 jaar,"466,88664411357325","4324,61"
4198,ASSEN,M,55 t/m 59 jaar,"282,53411010777745","2231,45"
4199,ASTEN,M,55 t/m 59 jaar,"283,9091152904891","596,58"
4200,BAARLE-NASSAU,M,55 t/m 59 jaar,"304,5633952046462","254,83"
4201,BAARN,M,55 t/m 59 jaar,"234,31724804640297","868,91"
4202,BARENDRECHT,M,55 t/m 59 jaar,"284,66521921934344","1450,83"
4203,BARNEVELD,M,55 t/m 59 jaar,"425,7308270866779","1582,18"
4204,BEDUM,M,55 t/m 59 jaar,"611,678723133664","393,15"
4205,BEEK,M,55 t/m 59 jaar,"394,0799170496928","646,17"
4206,BEEMSTER,M,55 t/m 59 jaar,"209,46377024603896","340,19"
4207,BEESEL,M,55 t/m 59 jaar,"366,2907454017425","516,5"
4208,BERG EN DAL,M,55 t/m 59 jaar,"370,8678865275737","1340,59"
4209,BERGEIJK,M,55 t/m 59 jaar,"284,2802405446747","666,82"
4210,BERGEN LB,M,55 t/m 59 jaar,"307,2043642386657","519,22"
4211,BERGEN NH,M,55 t/m 59 jaar,"306,32486624964923","1104,67"
4212,BERGEN OP ZOOM,M,55 t/m 59 jaar,"388,0891604580486","2339,49"
4213,BERKELLAND,M,55 t/m 59 jaar,"232,64693690243917","1645,23"
4214,BERNHEZE,M,55 t/m 59 jaar,"298,80475829756193","1069,29"
4215,BEST,M,55 t/m 59 jaar,"260,99224550239137","999,42"
4216,BEUNINGEN,M,55 t/m 59 jaar,"465,890357461657","985,84"
4217,BEVERWIJK,M,55 t/m 59 jaar,"519,9991006907968","1256,52"
4218,BINNENMAAS,M,55 t/m 59 jaar,"260,11385647242486","1037,71"
4219,BLADEL,M,55 t/m 59 jaar,"277,7979355243997","700,42"
4220,BLARICUM,M,55 t/m 59 jaar,"313,85206572021053","313,45"
4221,BLOEMENDAAL,M,55 t/m 59 jaar,"277,634715436258","820,73"
4222,BODEGRAVEN-REEUWIJK,M,55 t/m 59 jaar,"281,9924794631494","1123,59"
4223,BOEKEL,M,55 t/m 59 jaar,"266,0805645037583","325,95"
4224,BORGER-ODOORN,M,55 t/m 59 jaar,"413,19216897994056","1006,51"
4225,BORNE,M,55 t/m 59 jaar,"350,03700511715596","742,6"
4226,BORSELE,M,55 t/m 59 jaar,"243,31577978046803","814,46"
4227,BOXMEER,M,55 t/m 59 jaar,"283,423734483351","1106,07"
4228,BOXTEL,M,55 t/m 59 jaar,"249,92131661732913","1077,61"
4229,BREDA,M,55 t/m 59 jaar,"368,4111167736765","5278,33"
4230,BRIELLE,M,55 t/m 59 jaar,"318,8101073492981","605,5"
4231,BRONCKHORST,M,55 t/m 59 jaar,"335,54806737295155","1449,84"
4232,BRUMMEN,M,55 t/m 59 jaar,"296,46633442486075","766,51"
4233,BRUNSSUM,M,55 t/m 59 jaar,"441,6021301323842","1101,34"
4234,BUNNIK,M,55 t/m 59 jaar,"290,0101534024913","499,34"
4235,BUNSCHOTEN,M,55 t/m 59 jaar,"315,2648372343288","557,55"
4236,BUREN,M,55 t/m 59 jaar,"277,2182454334963","971,75"
4237,CAPELLE AAN DEN IJSSEL,M,55 t/m 59 jaar,"325,2488575280584","2284,52"
4238,CASTRICUM,M,55 t/m 59 jaar,"262,5822867861679","1188,83"
4239,COEVORDEN,M,55 t/m 59 jaar,"289,72312395648294","1311,67"
4240,CRANENDONCK,M,55 t/m 59 jaar,"253,04910079944884","696,73"
4241,CROMSTRIJEN,M,55 t/m 59 jaar,"451,72223821074704","486,46"
4242,CUIJK,M,55 t/m 59 jaar,"501,5729585835449","807,65"
4243,CULEMBORG,M,55 t/m 59 jaar,"298,9469420007375","949,15"
4244,DALFSEN,M,55 t/m 59 jaar,"339,2159942625103","989,98"
4245,DANTUMADIEL,M,55 t/m 59 jaar,"290,6963173969224","681,04"
4246,DE BILT,M,55 t/m 59 jaar,"327,782954366936","1464,07"
4247,DE FRYSKE MARREN,M,55 t/m 59 jaar,"271,59298683313915","1819,72"
4248,DE MARNE,M,55 t/m 59 jaar,"511,7416146512106","437,37"
4249,DE RONDE VENEN,M,55 t/m 59 jaar,"345,70990181583835","1582,74"
4250,DE WOLDEN,M,55 t/m 59 jaar,"241,8646006655574","913,52"
4251,DELFT,M,55 t/m 59 jaar,"374,41696234834944","2931,08"
4252,DELFZIJL,M,55 t/m 59 jaar,"432,8625430989447","957,1"
4253,DEN HELDER,M,55 t/m 59 jaar,"320,0564701977334","2108,9"
4254,DEURNE,M,55 t/m 59 jaar,"258,46867118342317","1213,26"
4255,DEVENTER,M,55 t/m 59 jaar,"356,401775259284","2869,44"
4256,DIEMEN,M,55 t/m 59 jaar,"362,9363936721879","914,06"
4257,DINKELLAND,M,55 t/m 59 jaar,"242,79612069398033","996,57"
4258,DOESBURG,M,55 t/m 59 jaar,"357,6474336193329","393,94"
4259,DOETINCHEM,M,55 t/m 59 jaar,"278,0241277938254","1952,52"
4260,DONGEN,M,55 t/m 59 jaar,"282,95031708963734","903,53"
4261,DONGERADEEL,M,55 t/m 59 jaar,"310,87215048814164","825,58"
4262,DORDRECHT,M,55 t/m 59 jaar,"369,4602559525516","3837,43"
4263,DRECHTERLAND,M,55 t/m 59 jaar,"169,81621496543545","691,46"
4264,DRIMMELEN,M,55 t/m 59 jaar,"286,64846250937495","1093,34"
4265,DRONTEN,M,55 t/m 59 jaar,"273,94056909210957","1257,09"
4266,DRUTEN,M,55 t/m 59 jaar,"298,89869570529663","654,76"
4267,DUIVEN,M,55 t/m 59 jaar,"241,26183658590705","946,43"
4268,ECHT-SUSTEREN,M,55 t/m 59 jaar,"301,2858506530134","1382,82"
4269,EDAM-VOLENDAM,M,55 t/m 59 jaar,"398,6925095281194","1204,33"
4270,EDE,M,55 t/m 59 jaar,"326,4617507568694","3474,84"
4271,EEMNES,M,55 t/m 59 jaar,"301,95517725070135","313,68"
4272,EEMSMOND,M,55 t/m 59 jaar,"359,17081591329554","686,47"
4273,EERSEL,M,55 t/m 59 jaar,"217,5964691907538","732,41"
4274,EIJSDEN-MARGRATEN,M,55 t/m 59 jaar,"376,382667134761","996,95"
4275,EINDHOVEN,M,55 t/m 59 jaar,"398,0997746022229","6304,41"
4276,ELBURG,M,55 t/m 59 jaar,"322,8042951436497","627,22"
4277,EMMEN,M,55 t/m 59 jaar,"353,6266692425979","3830,33"
4278,ENKHUIZEN,M,55 t/m 59 jaar,"229,67508325861408","624,56"
4279,ENSCHEDE,M,55 t/m 59 jaar,"407,0995352011154","4425,57"
4280,EPE,M,55 t/m 59 jaar,"351,15126331543263","1135,9"
4281,ERMELO,M,55 t/m 59 jaar,"376,947537531344","921,23"
4282,ETTEN-LEUR,M,55 t/m 59 jaar,"384,1019994753563","1372,36"
4283,FERWERDERADIEL,M,55 t/m 59 jaar,"188,16733406905252","317,15"
4284,GEERTRUIDENBERG,M,55 t/m 59 jaar,"344,7987220044617","793,43"
4285,GELDERMALSEN,M,55 t/m 59 jaar,"274,1391613896167","851,17"
4286,GELDROP-MIERLO,M,55 t/m 59 jaar,"320,8856015489776","1363,48"
4287,GEMERT-BAKEL,M,55 t/m 59 jaar,"250,99405003147447","1159,67"
4288,GENNEP,M,55 t/m 59 jaar,"271,54878084736265","678,34"
4289,GIESSENLANDEN,M,55 t/m 59 jaar,"245,69717897914896","529,95"
4290,GILZE EN RIJEN,M,55 t/m 59 jaar,"296,31097823867117","881,38"
4291,GOEREE-OVERFLAKKEE,M,55 t/m 59 jaar,"361,2543533612339","1708,45"
4292,GOES,M,55 t/m 59 jaar,"334,31732457694517","1269,93"
4293,GOIRLE,M,55 t/m 59 jaar,"296,76964313929085","886,06"
4294,GOOISE MEREN,M,55 t/m 59 jaar,"354,7096027204694","1714,41"
4295,GORINCHEM,M,55 t/m 59 jaar,"367,9094777310179","1071,67"
4296,GOUDA,M,55 t/m 59 jaar,"351,26097111935104","2324,74"
4297,GRAVE,M,55 t/m 59 jaar,"276,78257992472805","483,58"
4298,GRONINGEN,M,55 t/m 59 jaar,"375,4203181829428","5254,21"
4299,GROOTEGAST,M,55 t/m 59 jaar,"521,3561975308642","405,0"
4300,GULPEN-WITTEM,M,55 t/m 59 jaar,"343,75669589762293","630,61"
