,GEMEENTENAAM,GESLACHT,LEEFTIJDSKLASSE,KOSTEN_FARMACIE / AANTAL_VERZEKERDEJAREN,AANTAL_VERZEKERDEJAREN
7704,GORINCHEM,V, 5 t/m  9 jaar,"57,45749474008313","974,35"
7705,GOUDA,V, 5 t/m  9 jaar,"64,59158270797498","2116,12"
7706,GRAVE,V, 5 t/m  9 jaar,"23,847562586211954","340,73"
7707,GRONINGEN,V, 5 t/m  9 jaar,"62,71509327303561","3856,42"
7708,GROOTEGAST,V, 5 t/m  9 jaar,"49,969549953678865","410,18"
7709,GULPEN-WITTEM,V, 5 t/m  9 jaar,"37,99591545386049","252,17"
7710,HAAKSBERGEN,V, 5 t/m  9 jaar,"36,89557948427317","705,8"
7711,HAAREN,V, 5 t/m  9 jaar,"58,49611772950246","356,75"
7712,HAARLEM,V, 5 t/m  9 jaar,"48,75670377035277","4162,21"
7713,HAARLEMMERLIEDE CA,V, 5 t/m  9 jaar,"25,87739942150933","152,12"
7714,HAARLEMMERMEER,V, 5 t/m  9 jaar,"56,52728177120872","4925,45"
7715,HALDERBERGE,V, 5 t/m  9 jaar,"67,76456057007125","736,75"
7716,HARDENBERG,V, 5 t/m  9 jaar,"67,53858261062462","1893,34"
7717,HARDERWIJK,V, 5 t/m  9 jaar,"62,1629180396831","1426,3"
7718,HARDINXVELD-GIESSENDAM,V, 5 t/m  9 jaar,"27,985400823274958","573,32"
7719,HAREN,V, 5 t/m  9 jaar,"18,098883414130178","503,32"
7720,HARLINGEN,V, 5 t/m  9 jaar,"44,722333682914595","438,62"
7721,HATTEM,V, 5 t/m  9 jaar,"33,60838236437625","385,81"
7722,HEEMSKERK,V, 5 t/m  9 jaar,"83,55500040703353","982,72"
7723,HEEMSTEDE,V, 5 t/m  9 jaar,"68,49614765409383","869,6"
7724,HEERDE,V, 5 t/m  9 jaar,"56,6646356747585","518,63"
7725,HEERENVEEN,V, 5 t/m  9 jaar,"60,39706963262928","1442,14"
7726,HEERHUGOWAARD,V, 5 t/m  9 jaar,"68,6602596235286","1735,59"
7727,HEERLEN,V, 5 t/m  9 jaar,"51,144689623998815","1814,09"
7728,HEEZE-LEENDE,V, 5 t/m  9 jaar,"50,77902769230769","406,25"
7729,HEILOO,V, 5 t/m  9 jaar,"71,84915310328229","664,78"
7730,HELLENDOORN,V, 5 t/m  9 jaar,"50,62668418747263","1141,5"
7731,HELLEVOETSLUIS,V, 5 t/m  9 jaar,"34,57397127815779","1116,92"
7732,HELMOND,V, 5 t/m  9 jaar,"46,12261517999258","2751,78"
7733,HENDRIK-IDO-AMBACHT,V, 5 t/m  9 jaar,"48,54099081981639","999,98"
7734,HENGELO,V, 5 t/m  9 jaar,"48,75267988330742","2348,05"
